公司代號,公司名稱,"流動資產","非流動資產","資產總額","流動負債","非流動負債","負債總額","股本","資本公積","保留盈餘","其他權益","庫藏股票","歸屬於母公司業主之權益合計","共同控制下前手權益","合併前非屬共同控制股權","非控制權益","權益總額","預收股款（權益項下）之約當發行股數（單位：股）","母公司暨子公司所持有之母公司庫藏股股數（單位：股）",每股參考淨值,
"5706","鳳凰旅遊",1430694.00,520384.00,1951078.00,608559.00,15019.00,623578.00,610605.00,290517.00,398251.00,-28703.00,0.00,1270670.00,--,--,56830.00,1327500.00,0.00,0.00,20.81,
"5871","F-中租",138464262.00,37393471.00,175857733.00,125575955.00,23124081.00,148700036.00,9053004.00,9411771.00,6468621.00,272710.00,0.00,25206106.00,--,--,1951591.00,27157697.00,0.00,0.00,27.84,
"5906","F-台南",2531665.00,505522.00,3037187.00,980301.00,253788.00,1234089.00,963233.00,238462.00,600505.00,898.00,--,1803098.00,--,--,--,1803098.00,0.00,0.00,18.72,
"5907","F-大洋",7563737.00,15605817.00,23169554.00,6694864.00,6652810.00,13347674.00,2020000.00,5207809.00,2863579.00,-98100.00,-190949.00,9802339.00,--,--,19541.00,9821880.00,0.00,2501000.00,49.13,
"6108","競國實業",5376205.00,4513564.00,9889769.00,5175530.00,1246945.00,6422475.00,1598993.00,418929.00,1310566.00,138806.00,0.00,3467294.00,--,--,0.00,3467294.00,0.00,0.00,21.68,
"6112","聚碩",3574875.00,708291.00,4283166.00,2435381.00,13897.00,2449278.00,794116.00,565225.00,416975.00,123.00,--,1776439.00,--,--,57449.00,1833888.00,0.00,0.00,22.37,
"6115","鎰勝",6617197.00,1355761.00,7972958.00,2427141.00,666789.00,3093930.00,1670890.00,1002561.00,2201418.00,4159.00,0.00,4879028.00,--,--,0.00,4879028.00,0.00,0.00,29.20,
"6116","彩晶",21542998.00,24351183.00,45894181.00,11254377.00,4968192.00,16222569.00,29292408.00,628762.00,805643.00,-1055201.00,--,29671612.00,--,--,0.00,29671612.00,0.00,0.00,10.13,
"6117","迎廣科技",2011365.00,1785698.00,3797063.00,1819167.00,95795.00,1914962.00,886500.00,560689.00,451153.00,-16241.00,0.00,1882101.00,--,--,0.00,1882101.00,0.00,0.00,21.23,
"6120","輔祥",8025862.00,9011828.00,17037690.00,5462261.00,610077.00,6072338.00,4563539.00,5494516.00,358423.00,470342.00,0.00,10886820.00,--,--,78532.00,10965352.00,0.00,0.00,23.86,
"6128","上福全球",715555.00,1708123.00,2423678.00,481024.00,294552.00,775576.00,910887.00,240078.00,499399.00,-2262.00,--,1648102.00,--,--,--,1648102.00,0.00,0.00,18.09,
"6131","悠克電子",841293.00,710518.00,1551811.00,226167.00,9858.00,236025.00,1000205.00,133522.00,180273.00,1786.00,0.00,1315786.00,--,--,0.00,1315786.00,0.00,0.00,13.16,
"6133","金橋科技",928933.00,712038.00,1640971.00,179608.00,157047.00,336655.00,1033342.00,364983.00,-18268.00,9356.00,-85097.00,1304316.00,--,--,0.00,1304316.00,0.00,8849000.00,13.80,
"6136","富爾特",1784120.00,1672272.00,3456392.00,126167.00,22681.00,148848.00,1155364.00,212480.00,561369.00,1354366.00,0.00,3283579.00,--,--,23965.00,3307544.00,0.00,0.00,28.42,
"6139","亞翔工程",11610415.00,6414662.00,18025077.00,8080174.00,1499201.00,9579375.00,1882512.00,2539897.00,1978866.00,130646.00,0.00,6531921.00,--,--,1913781.00,8445702.00,0.00,0.00,34.70,
"6141","柏承科技",2300930.00,3049532.00,5350462.00,2177890.00,554453.00,2732343.00,1354495.00,305405.00,868533.00,-17999.00,-13402.00,2497032.00,--,--,121087.00,2618119.00,0.00,1159000.00,18.59,
"6142","友勁科技",9710047.00,2282794.00,11992841.00,7414891.00,1014656.00,8429547.00,2725397.00,421293.00,547491.00,-98249.00,-32638.00,3563294.00,--,--,0.00,3563294.00,0.00,4304000.00,13.28,
"6145","勁永國際",2667905.00,3446942.00,6114847.00,1263745.00,463694.00,1727439.00,3255323.00,921576.00,100941.00,112782.00,0.00,4390622.00,--,--,-3214.00,4387408.00,0.00,0.00,13.49,
"6152","百一電子",6560053.00,1565654.00,8125707.00,4204554.00,609111.00,4813665.00,1641909.00,613292.00,896668.00,139965.00,0.00,3291834.00,--,--,20208.00,3312042.00,0.00,0.00,20.05,
"6153","嘉聯益",8494571.00,5094273.00,13588844.00,5617366.00,278660.00,5896026.00,3247937.00,1537405.00,2895160.00,12316.00,0.00,7692818.00,--,--,0.00,7692818.00,0.00,0.00,23.69,
"6155","鈞寶",1341834.00,707701.00,2049535.00,550268.00,62014.00,612282.00,817792.00,172910.00,390851.00,55700.00,--,1437253.00,--,--,0.00,1437253.00,0.00,0.00,17.57,
"6164","華興電子",1349029.00,862000.00,2211029.00,578398.00,159352.00,737750.00,1183032.00,23719.00,262863.00,-5900.00,0.00,1463714.00,--,--,9565.00,1473279.00,0.00,0.00,12.37,
"6165","捷泰精密",522291.00,392741.00,915032.00,217525.00,21804.00,239329.00,950091.00,9526.00,-283292.00,-622.00,--,675703.00,--,--,--,675703.00,0.00,0.00,7.11,
"6166","凌華科技",3550745.00,1698372.00,5249117.00,1962341.00,304294.00,2266635.00,1707094.00,597881.00,636481.00,35764.00,--,2977220.00,--,--,5262.00,2982482.00,0.00,0.00,17.44,
"6168","宏齊科技",2701135.00,2000804.00,4701939.00,1082023.00,801278.00,1883301.00,2051615.00,812534.00,-328718.00,269582.00,-41725.00,2763288.00,--,--,55350.00,2818638.00,0.00,1990584.00,13.60,
"6172","互億科技",83213.00,244776.00,327989.00,244413.00,31790.00,276203.00,466333.00,0.00,-414547.00,0.00,0.00,51786.00,--,--,--,51786.00,0.00,0.00,1.11,
"6176","瑞儀光電",41465564.00,12080769.00,53546333.00,27819224.00,3834356.00,31653580.00,4514828.00,4539163.00,12930245.00,-91483.00,--,21892753.00,--,--,--,21892753.00,0.00,0.00,48.49,
"6177","達麗",5831830.00,258802.00,6090632.00,3563967.00,480966.00,4044933.00,1342767.00,289019.00,416740.00,-2827.00,--,2045699.00,--,--,--,2045699.00,0.00,0.00,15.23,
"6183","關貿",1206126.00,1306926.00,2513052.00,441783.00,130742.00,572525.00,1500000.00,11.00,440068.00,448.00,--,1940527.00,--,--,--,1940527.00,0.00,0.00,12.94,
"6184","大豐電",2738509.00,1391354.00,4129863.00,929387.00,41439.00,970826.00,770660.00,220950.00,658171.00,77414.00,0.00,1727195.00,--,--,1431842.00,3159037.00,0.00,0.00,22.41,
"6189","豐藝電子",6481244.00,498204.00,6979448.00,3379275.00,243595.00,3622870.00,1790452.00,519275.00,1029095.00,-6266.00,0.00,3332556.00,--,--,24022.00,3356578.00,0.00,0.00,18.61,
"6191","精成科技",15839832.00,10142975.00,25982807.00,11410878.00,3857511.00,15268389.00,5315469.00,3463270.00,2037192.00,-145783.00,0.00,10670148.00,--,--,44270.00,10714418.00,0.00,0.00,20.07,
"6192","巨路國際",4801161.00,1003875.00,5805036.00,1722811.00,533616.00,2256427.00,1187109.00,110891.00,2258589.00,-7980.00,0.00,3548609.00,--,--,0.00,3548609.00,0.00,0.00,29.89,
"6196","帆宣科技",7682334.00,2087064.00,9769398.00,5398174.00,333880.00,5732054.00,1646108.00,613392.00,1777131.00,-6463.00,--,4030168.00,--,--,7176.00,4037344.00,0.00,0.00,24.48,
"6197","佳必琪",3920999.00,989094.00,4910093.00,803463.00,308339.00,1111802.00,1734478.00,1338901.00,621359.00,8791.00,--,3703529.00,--,--,94762.00,3798291.00,0.00,0.00,21.35,
"6201","亞弘電",2413347.00,902080.00,3315427.00,744224.00,108169.00,852393.00,892000.00,333190.00,1241000.00,-3156.00,--,2463034.00,--,--,--,2463034.00,0.00,0.00,27.61,
"6202","盛群",3542654.00,1273240.00,4815894.00,864423.00,114188.00,978611.00,2235985.00,83257.00,1502069.00,6574.00,--,3827885.00,--,--,9398.00,3837283.00,0.00,0.00,17.12,
"6205","詮欣",1659263.00,469862.00,2129125.00,569047.00,89506.00,658553.00,718391.00,191764.00,390028.00,-37217.00,0.00,1262966.00,--,--,207606.00,1470572.00,0.00,0.00,17.58,
"6206","飛捷",3486391.00,1259116.00,4745507.00,875378.00,636682.00,1512060.00,1041164.00,419127.00,1746257.00,-1147.00,--,3205401.00,--,--,28046.00,3233447.00,0.00,0.00,30.79,
"6209","今國光學",3282814.00,3080241.00,6363055.00,1669358.00,267335.00,1936693.00,1625757.00,784690.00,1940245.00,-33907.00,--,4316785.00,--,--,109577.00,4426362.00,0.00,0.00,26.55,
"6213","聯茂",11875477.00,4629655.00,16505132.00,8130327.00,1259860.00,9390187.00,3323652.00,716563.00,3242518.00,171155.00,-338943.00,7114945.00,--,--,0.00,7114945.00,0.00,8000000.00,21.93,
"6214","精誠資訊",11601600.00,5396537.00,16998137.00,3914080.00,250288.00,4164368.00,2607423.00,8896899.00,2286802.00,-183099.00,-1053466.00,12554559.00,--,--,279210.00,12833769.00,22300.00,24519873.00,53.15,
"6215","和椿科技",1175532.00,905576.00,2081108.00,675046.00,324617.00,999663.00,827897.00,92855.00,148342.00,4811.00,--,1073905.00,--,--,7540.00,1081445.00,0.00,0.00,12.97,
"6216","居易",1135546.00,172803.00,1308349.00,151040.00,37506.00,188546.00,747000.00,42771.00,315369.00,14663.00,0.00,1119803.00,--,--,0.00,1119803.00,2500.00,0.00,14.99,
"6224","聚鼎",1643194.00,879799.00,2522993.00,511917.00,141488.00,653405.00,798638.00,313744.00,756099.00,1107.00,0.00,1869588.00,--,--,0.00,1869588.00,0.00,0.00,23.41,
"6225","天瀚",201497.00,137226.00,338723.00,120859.00,883.00,121742.00,629348.00,0.00,-405967.00,-6400.00,--,216981.00,--,--,--,216981.00,0.00,0.00,3.45,
"6226","光鼎電子",1572599.00,885800.00,2458399.00,1555292.00,102460.00,1657752.00,909926.00,31946.00,-157016.00,-1562.00,-4420.00,778874.00,--,--,21773.00,800647.00,0.00,0.00,8.56,
"6230","超眾",4096089.00,1077813.00,5173902.00,2362797.00,129024.00,2491821.00,863434.00,531823.00,1267747.00,19077.00,--,2682081.00,--,--,--,2682081.00,0.00,0.00,31.06,
"6235","華孚科技",1437753.00,1610494.00,3048247.00,1437221.00,105936.00,1543157.00,1614526.00,--,-280937.00,171501.00,--,1505090.00,--,--,--,1505090.00,0.00,0.00,9.32,
"6239","力成",29440060.00,39872232.00,69312292.00,11032069.00,14820218.00,25852287.00,7791466.00,4399664.00,24965775.00,-7868.00,-691501.00,36457536.00,--,--,7002469.00,43460005.00,0.00,15000000.00,47.71,
"6243","迅杰",1193379.00,55357.00,1248736.00,126794.00,4131.00,130925.00,752977.00,375386.00,-16170.00,3819.00,0.00,1116012.00,--,--,1799.00,1117811.00,0.00,0.00,14.82,
"6251","定穎電子",6664390.00,4876684.00,11541074.00,5719222.00,1292688.00,7011910.00,2935594.00,1073644.00,558837.00,-16378.00,-73931.00,4477766.00,--,--,51398.00,4529164.00,0.00,6094000.00,15.58,
"6257","矽格",5771743.00,4775139.00,10546882.00,2360074.00,479060.00,2839134.00,3664595.00,1605710.00,2429370.00,-11054.00,-161433.00,7527188.00,--,--,180560.00,7707748.00,0.00,6821000.00,20.93,
"6269","台郡科技",8376623.00,4077500.00,12454123.00,4103427.00,1532164.00,5635591.00,1922885.00,1376083.00,3555809.00,1501.00,-37746.00,6818532.00,--,--,--,6818532.00,463250.00,1000000.00,35.88,
"6271","同欣電子",5969513.00,4932390.00,10901903.00,1506298.00,297352.00,1803650.00,1629071.00,4858951.00,2700653.00,-90422.00,0.00,9098253.00,--,--,0.00,9098253.00,0.00,0.00,55.85,
"6277","宏正科",2358033.00,2602567.00,4960600.00,1354149.00,440495.00,1794644.00,1194711.00,316963.00,1587245.00,-19843.00,0.00,3079076.00,--,--,86880.00,3165956.00,0.00,0.00,25.77,
"6278","台表科",22888318.00,8478967.00,31367285.00,15457047.00,2772225.00,18229272.00,2571728.00,2516986.00,4811925.00,21198.00,--,9921837.00,--,--,3216176.00,13138013.00,0.00,0.00,38.58,
"6281","全國電",4225752.00,568075.00,4793827.00,2126379.00,314433.00,2440812.00,991729.00,466046.00,895240.00,0.00,0.00,--,--,--,--,2353015.00,0.00,0.00,23.73,
"6282","康舒",11711340.00,5065258.00,16776598.00,7207831.00,817890.00,8025721.00,5151343.00,851260.00,2345292.00,5260.00,0.00,8353155.00,--,--,397722.00,8750877.00,0.00,0.00,16.22,
"6283","淳安電子",1473357.00,696764.00,2170121.00,791273.00,146301.00,937574.00,1248805.00,143574.00,-115021.00,-10604.00,-48492.00,1218262.00,--,--,14285.00,1232547.00,0.00,5100000.00,10.17,
"6285","啟碁科技",15385315.00,5557819.00,20943134.00,9313642.00,1808999.00,11122641.00,3046878.00,2056628.00,4701360.00,15627.00,--,9820493.00,--,--,--,9820493.00,176.00,0.00,32.30,
"6286","立錡",7190241.00,1928521.00,9118762.00,2335839.00,68576.00,2404415.00,1495173.00,390655.00,5141905.00,-53546.00,-253529.00,6720658.00,--,--,-6311.00,6714347.00,0.00,1000000.00,45.25,
"6289","華上光電",779975.00,1612477.00,2392452.00,499935.00,312190.00,812125.00,2692604.00,105896.00,-1217078.00,-1095.00,0.00,1580327.00,--,--,0.00,1580327.00,0.00,0.00,5.87,
"6409","旭隼",3008031.00,164303.00,3172334.00,1562388.00,4168.00,1566556.00,558476.00,378828.00,776954.00,-108480.00,--,1605778.00,--,--,--,1605778.00,0.00,0.00,28.75,
"6412","群光電能",10455298.00,3814795.00,14270093.00,7715403.00,1738017.00,9453420.00,3257969.00,239050.00,1642202.00,-322548.00,--,4816673.00,--,--,--,4816673.00,0.00,0.00,14.78,
"6504","南六",1987110.00,1842681.00,3829791.00,1330016.00,1186635.00,2516651.00,645000.00,112855.00,550066.00,5219.00,--,1313140.00,--,--,--,1313140.00,0.00,0.00,20.36,
"6505","台塑石化",273897336.00,229067786.00,502965122.00,128583101.00,154296005.00,282879106.00,95259597.00,31243284.00,79132508.00,14419448.00,--,220054837.00,--,--,31179.00,220086016.00,0.00,0.00,23.10,
"6605","帝寶工業",7862994.00,12396041.00,20259035.00,6351754.00,5088167.00,11439921.00,1658164.00,2500187.00,4608030.00,-4506.00,0.00,8761875.00,--,--,57239.00,8819114.00,0.00,0.00,52.84,
"6702","復興航空",2585493.00,15896401.00,18481894.00,3317440.00,8006148.00,11323588.00,5542207.00,563762.00,967001.00,85336.00,0.00,7158306.00,--,--,0.00,7158306.00,0.00,0.00,12.92,
"8011","台通",1706520.00,900650.00,2607170.00,353032.00,441280.00,794312.00,790600.00,364182.00,499200.00,13865.00,--,1667847.00,--,--,145011.00,1812858.00,0.00,0.00,21.10,
"8016","矽創電子",3739648.00,1376646.00,5116294.00,1398783.00,99559.00,1498342.00,1181476.00,614953.00,1651683.00,96908.00,--,3545020.00,--,--,72932.00,3617952.00,0.00,0.00,30.01,
"8021","尖點",2388212.00,3507386.00,5895598.00,898521.00,871587.00,1770108.00,1566578.00,1196388.00,1196640.00,-21800.00,--,3937806.00,--,--,187684.00,4125490.00,0.00,0.00,25.14,
"8033","雷虎科技",875762.00,866308.00,1742070.00,974457.00,65879.00,1040336.00,917291.00,47280.00,-303679.00,-6521.00,--,654371.00,--,--,47363.00,701734.00,0.00,0.00,7.13,
"8039","台虹科技",7698019.00,2624719.00,10322738.00,3092650.00,1471055.00,4563705.00,2026007.00,1385546.00,2226073.00,-17716.00,--,5619910.00,--,--,139123.00,5759033.00,30000.00,0.00,27.74,
"8046","南電",19838277.00,21516115.00,41354392.00,4874538.00,3807894.00,8682432.00,6461655.00,21838065.00,5801816.00,-1429576.00,--,32671960.00,--,--,--,32671960.00,0.00,0.00,50.56,
"8070","長華電材",7723297.00,3825131.00,11548428.00,5183754.00,1574725.00,6758479.00,722473.00,1853268.00,1305848.00,205760.00,0.00,4087349.00,--,--,702600.00,4789949.00,0.00,0.00,56.57,
"8072","陞泰",4580194.00,852795.00,5432989.00,601877.00,4358.00,606235.00,1000000.00,--,3805029.00,0.00,--,4805029.00,--,--,21725.00,4826754.00,0.00,0.00,48.05,
"8081","致新",4383984.00,1253684.00,5637668.00,1434835.00,27135.00,1461970.00,861721.00,1666051.00,1680292.00,131.00,-47131.00,4161064.00,--,--,14634.00,4175698.00,0.00,443433.00,48.54,
"8101","華冠通訊",12133293.00,3327035.00,15460328.00,11106533.00,488240.00,11594773.00,4208481.00,60234.00,-128178.00,-332423.00,--,3808114.00,--,--,57441.00,3865555.00,0.00,0.00,9.05,
"8103","瀚荃",2052947.00,815283.00,2868230.00,638764.00,162941.00,801705.00,748851.00,513988.00,703447.00,85124.00,0.00,2051410.00,--,--,15115.00,2066525.00,0.00,0.00,27.39,
"8105","凌巨",5992172.00,6072745.00,12064917.00,3986382.00,706689.00,4693071.00,4414759.00,3482170.00,-498433.00,-26650.00,0.00,7371846.00,--,--,0.00,7371846.00,0.00,0.00,16.70,
"8110","華東",3414452.00,12647868.00,16062320.00,6274625.00,3287156.00,9561781.00,5026680.00,94141.00,1642438.00,-229593.00,-33127.00,6500539.00,--,--,0.00,6500539.00,0.00,2000000.00,12.98,
"8112","至上電子",7625792.00,1229744.00,8855536.00,4316651.00,1433685.00,5750336.00,1638688.00,1103831.00,465721.00,-105139.00,--,3103101.00,--,--,2099.00,3105200.00,0.00,0.00,18.94,
"8114","振樺電子",1373215.00,1003401.00,2376616.00,883850.00,90353.00,974203.00,628213.00,12269.00,748142.00,-2252.00,0.00,1386372.00,--,--,16041.00,1402413.00,0.00,0.00,22.07,
"8131","福懋科技",4164408.00,7588431.00,11752839.00,1370894.00,1424869.00,2795763.00,4422222.00,2411111.00,2157730.00,-33987.00,--,--,--,--,--,8957076.00,0.00,0.00,20.25,
"8163","達方電子",11481620.00,7973767.00,19455387.00,9590865.00,1036875.00,10627740.00,3189020.00,4471758.00,1121033.00,9798.00,0.00,8791609.00,--,--,36038.00,8827647.00,0.00,0.00,27.57,
"8201","無敵",2624467.00,1349642.00,3974109.00,1338481.00,215431.00,1553912.00,890947.00,1772554.00,-304914.00,61610.00,0.00,2420197.00,--,--,0.00,2420197.00,0.00,0.00,27.16,
"8210","勤誠興業",2826707.00,930383.00,3757090.00,1356071.00,81534.00,1437605.00,1201260.00,56749.00,1062233.00,-757.00,--,2319485.00,--,--,--,2319485.00,0.00,0.00,19.31,
"8213","志超",18407348.00,11986401.00,30393749.00,15518690.00,3863178.00,19381868.00,2513139.00,1863901.00,3903483.00,238730.00,-86459.00,8432794.00,--,--,2579087.00,11011881.00,0.00,3771000.00,34.07,
"8215","明基材料",5611552.00,6509086.00,12120638.00,6267546.00,3698948.00,9966494.00,3206745.00,7280.00,-1143077.00,83196.00,--,2154144.00,--,--,0.00,2154144.00,0.00,0.00,6.72,
"8249","菱光科技",2326450.00,1928746.00,4255196.00,1087496.00,40627.00,1128123.00,1270550.00,677467.00,837370.00,341686.00,--,3127073.00,--,--,--,3127073.00,0.00,0.00,24.61,
"8261","富鼎",1813197.00,546757.00,2359954.00,397817.00,167261.00,565078.00,1384859.00,595661.00,-175698.00,-9946.00,0.00,1794876.00,--,--,--,1794876.00,0.00,0.00,12.96,
"8271","宇瞻科技",2818520.00,759039.00,3577559.00,1283540.00,17716.00,1301256.00,1317265.00,217636.00,751244.00,-8392.00,-1450.00,2276303.00,--,--,0.00,2276303.00,0.00,100.00,17.28,
"8374","羅昇",3620104.00,394573.00,4014677.00,1830620.00,591814.00,2422434.00,876085.00,71875.00,636050.00,-4956.00,0.00,1579054.00,--,--,13189.00,1592243.00,0.00,0.00,18.02,
"8404","F-百和",2919433.00,2340271.00,5259704.00,998089.00,275163.00,1273252.00,2233177.00,456751.00,1045922.00,3734.00,0.00,3739584.00,--,--,246868.00,3986452.00,0.00,0.00,16.75,
"8411","F-福貞",4613537.00,1889925.00,6503462.00,2483471.00,212262.00,2695733.00,762750.00,1436556.00,1584953.00,23470.00,0.00,3807729.00,--,--,0.00,3807729.00,0.00,0.00,49.92,
"8422","可寧衛",3474918.00,1707355.00,5182273.00,367727.00,62321.00,430048.00,1088880.00,1701775.00,1961031.00,539.00,0.00,4752225.00,--,--,0.00,4752225.00,0.00,0.00,43.64,
"8427","F-基勝",3899809.00,2424840.00,6324649.00,1354516.00,148292.00,1502808.00,1080000.00,2488869.00,990449.00,262523.00,0.00,4821841.00,--,--,0.00,4821841.00,0.00,0.00,44.65,
"8429","F-金麗",4357451.00,66182.00,4423633.00,545966.00,0.00,545966.00,1209686.00,1176820.00,1362822.00,128339.00,--,3877667.00,--,--,--,3877667.00,0.00,0.00,32.06,
"8926","台汽電",2712349.00,11377255.00,14089604.00,1356282.00,2245305.00,3601587.00,5890486.00,499694.00,4067666.00,30171.00,--,10488017.00,--,--,--,10488017.00,0.00,0.00,17.81,
"8940","新天地",771872.00,915585.00,1687457.00,322314.00,273301.00,595615.00,674910.00,127463.00,216473.00,5383.00,--,1024229.00,--,--,67613.00,1091842.00,0.00,0.00,15.18,
"8996","高力",1416648.00,1032963.00,2449611.00,886234.00,150103.00,1036337.00,698942.00,496069.00,190065.00,28198.00,--,1413274.00,--,--,--,1413274.00,0.00,0.00,20.22,
"9802","F-鈺齊",3199986.00,3556977.00,6756963.00,1554262.00,368551.00,1922813.00,1186423.00,2458405.00,1226823.00,-59358.00,0.00,4812293.00,--,--,21857.00,4834150.00,0.00,0.00,40.56,
"9902","台火",864490.00,448157.00,1312647.00,34804.00,117954.00,152758.00,980496.00,70490.00,98141.00,22605.00,-13654.00,1158078.00,--,--,1811.00,1159889.00,0.00,602184.00,11.88,
"9904","寶成工業",123060349.00,123799975.00,246860324.00,69377823.00,41773871.00,111151694.00,29437801.00,4304176.00,32005865.00,-2677249.00,-188728.00,62881865.00,--,--,72826765.00,135708630.00,0.00,9934059.00,21.43,
"9905","大華金",6073749.00,3246122.00,9319871.00,1941181.00,513543.00,2454724.00,3050000.00,24431.00,3062016.00,545298.00,0.00,6681745.00,--,--,183402.00,6865147.00,0.00,0.00,21.91,
"9906","欣巴巴",1409102.00,337419.00,1746521.00,375851.00,605852.00,981703.00,310200.00,18170.00,445990.00,-9542.00,0.00,764818.00,--,--,0.00,764818.00,0.00,0.00,24.66,
"9907","統一實業",11884702.00,28834532.00,40719234.00,7505901.00,13814816.00,21320717.00,15791453.00,228178.00,2507325.00,-196848.00,0.00,18330108.00,--,--,1068409.00,19398517.00,0.00,0.00,11.61,
"9908","大台北",4191535.00,9358831.00,13550366.00,1583845.00,1601664.00,3185509.00,5163580.00,38177.00,3069363.00,1227932.00,-17944.00,9481108.00,--,--,883749.00,10364857.00,0.00,15493000.00,18.93,
"9910","豐泰企業",9062049.00,12393653.00,21455702.00,6583455.00,3726404.00,10309859.00,5353226.00,41906.00,4092419.00,-229272.00,0.00,9258279.00,--,--,1887564.00,11145843.00,0.00,0.00,17.29,
"9911","台灣櫻花",2162535.00,3061027.00,5223562.00,1049227.00,526950.00,1576177.00,2764015.00,47959.00,898984.00,-36542.00,-27031.00,3647385.00,--,--,0.00,3647385.00,0.00,2891165.00,13.34,
"9912","偉聯",953073.00,156331.00,1109404.00,193939.00,258.00,194197.00,460874.00,0.00,501348.00,-47015.00,0.00,915207.00,--,--,0.00,915207.00,0.00,0.00,19.86,
"9914","美利達",7699641.00,8392649.00,16092290.00,4612182.00,1962068.00,6574250.00,2847464.00,416290.00,6019734.00,-7452.00,0.00,9276036.00,--,--,242004.00,9518040.00,0.00,0.00,32.58,
"9917","中保",6175107.00,10090523.00,16265630.00,3867091.00,2106042.00,5973133.00,4445292.00,717494.00,5032532.00,19134.00,-295782.00,9918670.00,--,--,373827.00,10292497.00,0.00,10417545.00,22.85,
"9918","欣天然",2341233.00,1596327.00,3937560.00,761219.00,242465.00,1003684.00,1805375.00,44579.00,1091694.00,39056.00,-46828.00,2933876.00,--,--,0.00,2933876.00,0.00,2567863.00,16.49,
"9919","康那香",2606535.00,4497517.00,7104052.00,1635798.00,1970415.00,3606213.00,1971268.00,174922.00,775985.00,108039.00,--,3030214.00,--,--,467625.00,3497839.00,0.00,0.00,15.37,
"9921","巨大機械",31453454.00,9462868.00,40916322.00,21408176.00,2677631.00,24085807.00,3750646.00,1720831.00,11126594.00,-27810.00,0.00,16570261.00,--,--,260254.00,16830515.00,0.00,0.00,44.18,
"9924","台灣福興",2809385.00,2737597.00,5546982.00,967776.00,353784.00,1321560.00,1884521.00,567114.00,1525145.00,215641.00,--,4192421.00,--,--,33001.00,4225422.00,0.00,0.00,22.25,
"9925","新光保全",7100218.00,6680527.00,13780745.00,4294090.00,759371.00,5053461.00,3798545.00,146302.00,3476748.00,756803.00,-39521.00,8138877.00,--,--,588407.00,8727284.00,0.00,3219000.00,21.61,
"9926","新海瓦斯",1759764.00,1898251.00,3658015.00,825448.00,292923.00,1118371.00,1512730.00,0.00,813674.00,213240.00,0.00,2539644.00,--,--,0.00,2539644.00,0.00,0.00,16.79,
"9927","泰銘",5816921.00,1257118.00,7074039.00,2564072.00,189370.00,2753442.00,2040470.00,975330.00,1469142.00,-188488.00,0.00,4296454.00,--,--,24143.00,4320597.00,0.00,0.00,21.06,
"9928","中視",696931.00,3968353.00,4665284.00,1746773.00,1599027.00,3345800.00,1327246.00,2420.00,-24193.00,15233.00,-1482.00,1319224.00,--,--,260.00,1319484.00,0.00,59299.00,9.94,
"9929","秋雨",649423.00,1677471.00,2326894.00,948789.00,409316.00,1358105.00,1491704.00,15254.00,-641280.00,-5479.00,0.00,860199.00,--,--,108590.00,968789.00,0.00,0.00,5.77,
"9930","中聯資源",1663614.00,3864967.00,5528581.00,1133560.00,144291.00,1277851.00,2259458.00,162026.00,1677112.00,45874.00,--,4144470.00,--,--,106260.00,4250730.00,0.00,0.00,18.34,
"9931","欣高",1182822.00,2282806.00,3465628.00,1730949.00,200701.00,1931650.00,946764.00,30101.00,536296.00,2176.00,--,1515337.00,--,--,18641.00,1533978.00,0.00,0.00,16.01,
"9933","中鼎工程",39513371.00,13988210.00,53501581.00,27496477.00,6629993.00,34126470.00,7384361.00,2863779.00,6645040.00,212179.00,-11835.00,17093524.00,--,--,2281587.00,19375111.00,0.00,1257634.00,23.19,
"9934","成霖企業",10359646.00,4909254.00,15268900.00,4853486.00,3768350.00,8621836.00,3013074.00,992734.00,502083.00,-131717.00,0.00,4376174.00,--,--,2270890.00,6647064.00,0.00,0.00,14.52,
"9935","慶豐富",2084877.00,2461947.00,4546824.00,2825949.00,640320.00,3466269.00,1190098.00,357222.00,-477520.00,8178.00,0.00,1077978.00,--,--,2577.00,1080555.00,0.00,0.00,9.06,
"9937","全國",2632938.00,7306312.00,9939250.00,5363571.00,48555.00,5412126.00,3090430.00,18969.00,1363143.00,54582.00,--,--,--,--,--,4527124.00,0.00,0.00,14.65,
"9938","台灣百和",5723147.00,5591782.00,11314929.00,2245553.00,2286497.00,4532050.00,2979639.00,616474.00,1908065.00,-26662.00,0.00,5477516.00,--,--,1305363.00,6782879.00,0.00,0.00,18.38,
"9939","宏全",7706166.00,16851544.00,24557710.00,8507447.00,4915271.00,13422718.00,2598479.00,3283868.00,4152349.00,117773.00,0.00,10152469.00,--,--,982523.00,11134992.00,0.00,0.00,39.07,
"9940","信義房屋",6650229.00,7059336.00,13709565.00,2714960.00,2907462.00,5622422.00,4655713.00,63896.00,3090161.00,148803.00,--,7958573.00,--,--,128570.00,8087143.00,0.00,0.00,17.09,
"9941","裕融企業",46289262.00,16191837.00,62481099.00,53708355.00,1318229.00,55026584.00,2392614.00,723001.00,3600896.00,-7055.00,--,6709456.00,--,--,745059.00,7454515.00,3461.00,0.00,28.45,
"9942","茂順",2166819.00,1023870.00,3190689.00,394412.00,453928.00,848340.00,831613.00,214743.00,1314041.00,-16188.00,--,2344209.00,--,--,-1860.00,2342349.00,0.00,0.00,28.19,
