公司代號,公司名稱,"流動資產","非流動資產","資產總額","流動負債","非流動負債","負債總額","股本","資本公積","保留盈餘","其他權益","庫藏股票","歸屬於母公司業主之權益合計","共同控制下前手權益","合併前非屬共同控制股權","非控制權益","權益總額","預收股款（權益項下）之約當發行股數（單位：股）","母公司暨子公司所持有之母公司庫藏股股數（單位：股）",每股參考淨值,
"1101","台泥",77246355.00,195588878.00,272835233.00,65913019.00,61556516.00,127469535.00,36921759.00,12215684.00,45521147.00,13214330.00,--,107872920.00,--,--,37492778.00,145365698.00,0.00,0.00,29.22,
"1102","亞泥",57789464.00,147867373.00,205656837.00,54557931.00,46846907.00,101404838.00,32309181.00,1034446.00,47173926.00,6469871.00,--,86987424.00,--,--,17264575.00,104251999.00,0.00,0.00,26.92,
"1103","嘉泥",12221392.00,16755562.00,28976954.00,2958234.00,9622730.00,12580964.00,7768285.00,444825.00,8044970.00,-997405.00,-1153409.00,14107266.00,--,--,2288724.00,16395990.00,0.00,132150185.00,21.88,
"1104","環球水泥",2231669.00,14155850.00,16387519.00,1127396.00,1528405.00,2655801.00,6038919.00,21763.00,6765931.00,723700.00,--,13550313.00,--,--,181405.00,13731718.00,0.00,0.00,22.44,
"1108","幸福水泥",5314198.00,3260915.00,8575113.00,2245153.00,2046786.00,4291939.00,4047380.00,5.00,199978.00,55075.00,0.00,4302438.00,--,--,-19264.00,4283174.00,0.00,0.00,10.63,
"1109","信大水泥",2923669.00,6604285.00,9527954.00,1131021.00,1425412.00,2556433.00,4210008.00,22299.00,1753470.00,75647.00,0.00,6061424.00,--,--,910097.00,6971521.00,0.00,0.00,14.40,
"1110","東泥",1178376.00,8172897.00,9351273.00,276827.00,483459.00,760286.00,5720008.00,183902.00,1927974.00,736976.00,-12185.00,8556675.00,--,--,34312.00,8590987.00,0.00,2112865.00,15.01,
"1201","味全公司",22272397.00,14334162.00,36606559.00,17340755.00,8137705.00,25478460.00,5060629.00,688.00,2961198.00,10551.00,--,8033066.00,--,--,3095033.00,11128099.00,0.00,0.00,15.87,
"1203","味王公司",2993160.00,4920499.00,7913659.00,1448183.00,1647828.00,3096011.00,2400000.00,36153.00,1520376.00,49635.00,-38464.00,3967700.00,--,--,849948.00,4817648.00,0.00,2293865.00,16.69,
"1210","大成長城",20141455.00,15103513.00,35244968.00,13900605.00,3842423.00,17743028.00,5664572.00,2326468.00,3210329.00,902661.00,-306199.00,11797831.00,--,--,5704109.00,17501940.00,0.00,40688225.00,22.44,
"1213","大飲",350936.00,439019.00,789955.00,109422.00,37363.00,146785.00,514751.00,21938.00,106835.00,-354.00,--,643170.00,--,--,--,643170.00,0.00,0.00,12.49,
"1215","卜蜂企業",4670960.00,5201917.00,9872877.00,3872264.00,1091672.00,4963936.00,2320268.00,967.00,622685.00,1902197.00,--,4846117.00,--,--,62824.00,4908941.00,0.00,0.00,20.89,
"1216","統一",130667160.00,222456250.00,353123410.00,122801105.00,96234281.00,219035386.00,48624744.00,3954452.00,28477139.00,3333002.00,0.00,84389337.00,--,--,49698687.00,134088024.00,0.00,0.00,17.36,
"1217","愛之味",3548466.00,9260614.00,12809080.00,2243192.00,4704715.00,6947907.00,4976893.00,299284.00,95925.00,-36686.00,-100582.00,5234834.00,--,--,626339.00,5861173.00,4976893.00,10484000.00,10.64,
"1218","泰山企業",3278471.00,4983173.00,8261644.00,2184958.00,2653426.00,4838384.00,3533360.00,10211.00,95614.00,-15852.00,-203876.00,3419457.00,--,--,3803.00,3423260.00,0.00,13680042.00,10.07,
"1219","福壽實業",3250191.00,2414278.00,5664469.00,909313.00,1045779.00,1955092.00,3070473.00,59244.00,578249.00,-463.00,0.00,3707503.00,--,--,1874.00,3709377.00,0.00,0.00,12.07,
"1220","台榮",1893467.00,1093848.00,2987315.00,415237.00,284184.00,699421.00,1770779.00,537.00,434398.00,-79399.00,0.00,2126315.00,--,--,161579.00,2287894.00,0.00,0.00,12.01,
"1225","福懋油",3546593.00,3128348.00,6674941.00,2067913.00,2058445.00,4126358.00,1874705.00,97657.00,302260.00,-4614.00,--,2270008.00,--,--,278575.00,2548583.00,0.00,0.00,12.11,
"1227","佳格",10877195.00,3311889.00,14189084.00,3198046.00,225341.00,3423387.00,5748973.00,35240.00,4709305.00,155531.00,-21182.00,10627867.00,--,--,137830.00,10765697.00,0.00,4190040.00,18.62,
"1229","聯華實業",3234799.00,22241715.00,25476514.00,2693036.00,2404903.00,5097939.00,8505668.00,704701.00,7723910.00,3357673.00,-2393.00,20289559.00,--,--,89016.00,20378575.00,497000.00,94000.00,23.86,
"1231","聯華食品",2710453.00,2289300.00,4999753.00,1372370.00,1185339.00,2557709.00,1224480.00,72435.00,1092265.00,37452.00,0.00,2426632.00,--,--,15412.00,2442044.00,0.00,0.00,19.82,
"1232","大統益",3361891.00,711891.00,4073782.00,815897.00,88336.00,904233.00,1599749.00,23784.00,1509005.00,3391.00,--,3135929.00,--,--,33620.00,3169549.00,0.00,0.00,19.60,
"1233","天仁",704415.00,1231272.00,1935687.00,291970.00,116276.00,408246.00,905919.00,60605.00,531335.00,16684.00,0.00,1514543.00,--,--,12898.00,1527441.00,0.00,0.00,16.72,
"1234","黑松",11550159.00,13170915.00,24721074.00,1681771.00,2696775.00,4378546.00,5358281.00,184583.00,14595239.00,204425.00,0.00,20342528.00,--,--,0.00,20342528.00,0.00,0.00,37.96,
"1235","興泰",1239746.00,522539.00,1762285.00,763205.00,57384.00,820589.00,561688.00,27674.00,193889.00,168736.00,-11584.00,940403.00,--,--,1293.00,941696.00,0.00,2131610.00,17.40,
"1236","宏亞食品",950531.00,1979090.00,2929621.00,707484.00,692502.00,1399986.00,1083425.00,33396.00,451476.00,-38662.00,0.00,1529635.00,--,--,0.00,1529635.00,0.00,0.00,14.12,
"1301","台塑",133972356.00,240718397.00,374690753.00,64495739.00,74931239.00,139426978.00,61209046.00,11227487.00,117904478.00,44922764.00,--,235263775.00,--,--,--,235263775.00,0.00,0.00,38.44,
"1303","南亞塑膠",212762441.00,270618737.00,483381178.00,85907501.00,135145957.00,221053458.00,78522986.00,22000776.00,122992752.00,26945742.00,-1945.00,250460311.00,--,--,11867409.00,262327720.00,0.00,183235.00,31.90,
"1304","台聚",35265116.00,22359472.00,57624588.00,15006397.00,10749676.00,25756073.00,11426024.00,129781.00,6261983.00,253842.00,-439705.00,17631925.00,--,--,14236590.00,31868515.00,0.00,104438075.00,16.98,
"1305","華夏",5541932.00,6050733.00,11592665.00,2418559.00,3138566.00,5557125.00,4248035.00,8287.00,1534971.00,16079.00,0.00,5807372.00,--,--,228168.00,6035540.00,0.00,0.00,13.67,
"1307","三芳化工",6576563.00,5453772.00,12030335.00,2791922.00,2345175.00,5137097.00,3534562.00,137866.00,3233225.00,-12415.00,0.00,6893238.00,--,--,0.00,6893238.00,0.00,0.00,19.50,
"1308","亞聚",4689152.00,5682214.00,10371366.00,568882.00,353791.00,922673.00,4696769.00,14194.00,3793511.00,944219.00,0.00,9448693.00,--,--,0.00,9448693.00,0.00,0.00,20.12,
"1309","台達化工",7405795.00,3513651.00,10919446.00,5669671.00,1153190.00,6822861.00,3276518.00,536.00,575926.00,243605.00,0.00,4096585.00,--,--,0.00,4096585.00,0.00,0.00,12.50,
"1310","台苯",4992796.00,5765256.00,10758052.00,4726598.00,855864.00,5582462.00,5027331.00,79949.00,-106479.00,-757222.00,-4768.00,4238811.00,--,--,936779.00,5175590.00,0.00,229866.00,8.44,
"1312","國喬石化",6872426.00,17808714.00,24681140.00,4998893.00,2847809.00,7846702.00,9266203.00,93753.00,5271025.00,434931.00,-199604.00,14866308.00,--,--,1968130.00,16834438.00,0.00,8254473.00,16.19,
